Slide 001 Tile Summary:
Original Dimensions: 15980x18263
Original Tile Size: 1024x1024
Scale Factor: 1/32x
Scaled Dimensions: 499x570
Scaled Tile Size: 32x32
Total Mask: 80.19%, Total Tissue: 19.81%
Tiles: 16x18 = 288
    30 (10.42%) tiles >=80% tissue
    63 (21.88%) tiles >=10% and <80% tissue
    20 ( 6.94%) tiles >0% and <10% tissue
   175 (60.76%) tiles =0% tissue


Tile Num,Row,Column,Tissue %,Tissue Quantity,Col Start,Row Start,Col End,Row End,Col Size,Row Size,Original Col Start,Original Row Start,Original Col End,Original Row End,Original Col Size,Original Row Size,Color Factor,S and V Factor,Quantity Factor,Score
193,13,1,0.00,NONE,0,384,32,416,32,32,0,12303,1024,13328,1024,1025,   0,0.16,0.00,0.0000
194,13,2,1.86,LOW,32,384,64,416,32,32,1025,12303,2049,13328,1024,1025,  19,1.00,0.10,0.0004
195,13,3,15.23,MEDIUM,64,384,96,416,32,32,2050,12303,3074,13328,1024,1025,  18,1.00,0.20,0.0342
196,13,4,77.44,MEDIUM,96,384,128,416,32,32,3074,12303,4098,13328,1024,1025,  21,1.00,0.20,0.4998
197,13,5,86.23,HIGH,128,384,160,416,32,32,4099,12303,5123,13328,1024,1025,   8,1.00,1.00,0.6249
198,13,6,97.75,HIGH,160,384,192,416,32,32,5124,12303,6148,13328,1024,1025,  26,1.00,1.00,0.7588
199,13,7,80.37,HIGH,192,384,224,416,32,32,6149,12303,7173,13328,1024,1025,  30,1.00,1.00,0.6902
200,13,8,34.38,MEDIUM,224,384,256,416,32,32,7173,12303,8197,13328,1024,1025,  24,1.00,0.20,0.1726
201,13,9,37.40,MEDIUM,256,384,288,416,32,32,8198,12303,9222,13328,1024,1025,  14,1.00,0.20,0.1574
202,13,10,50.10,MEDIUM,288,384,320,416,32,32,9223,12303,10247,13328,1024,1025,  56,1.00,0.20,0.3860
203,13,11,25.98,MEDIUM,320,384,352,416,32,32,10248,12303,11272,13328,1024,1025, 108,1.00,0.20,0.1738
204,13,12,0.00,NONE,352,384,384,416,32,32,11272,12303,12296,13328,1024,1025,   0,0.16,0.00,0.0000
205,13,13,0.00,NONE,384,384,416,416,32,32,12297,12303,13321,13328,1024,1025,   0,0.16,0.00,0.0000
206,13,14,0.00,NONE,416,384,448,416,32,32,13322,12303,14346,13328,1024,1025,   0,0.16,0.00,0.0000
207,13,15,0.00,NONE,448,384,480,416,32,32,14347,12303,15371,13328,1024,1025,   0,0.16,0.00,0.0000
208,13,16,0.00,NONE,480,384,499,416,19,32,15372,12303,15980,13328,608,1025,   0,0.16,0.00,0.0000
209,14,1,0.00,NONE,0,416,32,448,32,32,0,13329,1024,14353,1024,1024,   0,0.16,0.00,0.0000
210,14,2,16.11,MEDIUM,32,416,64,448,32,32,1025,13329,2049,14353,1024,1024, 139,1.00,0.20,0.0803
211,14,3,97.75,HIGH,64,416,96,448,32,32,2050,13329,3074,14353,1024,1024,  43,1.00,1.00,0.7838
212,14,4,98.54,HIGH,96,416,128,448,32,32,3074,13329,4098,14353,1024,1024,  24,1.00,1.00,0.7586
213,14,5,96.19,HIGH,128,416,160,448,32,32,4099,13329,5123,14353,1024,1024,   7,1.00,1.00,0.6579
214,14,6,91.31,HIGH,160,416,192,448,32,32,5124,13329,6148,14353,1024,1024,   7,1.00,1.00,0.6386
215,14,7,54.10,MEDIUM,192,416,224,448,32,32,6149,13329,7173,14353,1024,1024,  20,1.00,0.20,0.3228
216,14,8,42.09,MEDIUM,224,416,256,448,32,32,7173,13329,8197,14353,1024,1024,  37,1.00,0.20,0.2742
217,14,9,45.41,MEDIUM,256,416,288,448,32,32,8198,13329,9222,14353,1024,1024,  31,1.00,0.20,0.2891
218,14,10,0.00,NONE,288,416,320,448,32,32,9223,13329,10247,14353,1024,1024,   0,0.16,0.00,0.0000
219,14,11,0.00,NONE,320,416,352,448,32,32,10248,13329,11272,14353,1024,1024,   0,0.16,0.00,0.0000
220,14,12,0.00,NONE,352,416,384,448,32,32,11272,13329,12296,14353,1024,1024,   0,0.16,0.00,0.0000
221,14,13,0.00,NONE,384,416,416,448,32,32,12297,13329,13321,14353,1024,1024,   0,0.16,0.00,0.0000
222,14,14,0.00,NONE,416,416,448,448,32,32,13322,13329,14346,14353,1024,1024,   0,0.16,0.00,0.0000
223,14,15,0.00,NONE,448,416,480,448,32,32,14347,13329,15371,14353,1024,1024,   0,0.16,0.00,0.0000
224,14,16,0.00,NONE,480,416,499,448,19,32,15372,13329,15980,14353,608,1024,   0,0.16,0.00,0.0000
225,15,1,0.00,NONE,0,448,32,480,32,32,0,14354,1024,15378,1024,1024,   0,0.16,0.00,0.0000
226,15,2,0.00,NONE,32,448,64,480,32,32,1025,14354,2049,15378,1024,1024,   0,0.16,0.00,0.0000
227,15,3,67.38,MEDIUM,64,448,96,480,32,32,2050,14354,3074,15378,1024,1024,  54,1.00,0.20,0.5279
228,15,4,99.71,HIGH,96,448,128,480,32,32,3074,14354,4098,15378,1024,1024,  53,0.49,1.00,0.7660
229,15,5,95.12,HIGH,128,448,160,480,32,32,4099,14354,5123,15378,1024,1024,  14,1.00,1.00,0.7110
230,15,6,41.80,MEDIUM,160,448,192,480,32,32,5124,14354,6148,15378,1024,1024,   4,1.00,0.20,0.0951
231,15,7,0.00,NONE,192,448,224,480,32,32,6149,14354,7173,15378,1024,1024,   0,0.16,0.00,0.0000
232,15,8,16.31,MEDIUM,224,448,256,480,32,32,7173,14354,8197,15378,1024,1024,  69,1.00,0.20,0.0668
233,15,9,47.85,MEDIUM,256,448,288,480,32,32,8198,14354,9222,15378,1024,1024,  49,1.00,0.20,0.3521
234,15,10,0.00,NONE,288,448,320,480,32,32,9223,14354,10247,15378,1024,1024,   0,0.16,0.00,0.0000
235,15,11,0.00,NONE,320,448,352,480,32,32,10248,14354,11272,15378,1024,1024,   0,0.16,0.00,0.0000
236,15,12,0.00,NONE,352,448,384,480,32,32,11272,14354,12296,15378,1024,1024,   0,0.16,0.00,0.0000
237,15,13,0.00,NONE,384,448,416,480,32,32,12297,14354,13321,15378,1024,1024,   0,0.16,0.00,0.0000
238,15,14,0.00,NONE,416,448,448,480,32,32,13322,14354,14346,15378,1024,1024,   0,0.16,0.00,0.0000
239,15,15,0.00,NONE,448,448,480,480,32,32,14347,14354,15371,15378,1024,1024,   0,0.16,0.00,0.0000
240,15,16,0.00,NONE,480,448,499,480,19,32,15372,14354,15980,15378,608,1024,   0,0.16,0.00,0.0000
241,16,1,0.00,NONE,0,480,32,512,32,32,0,15379,1024,16404,1024,1025,   0,0.16,0.00,0.0000
242,16,2,0.00,NONE,32,480,64,512,32,32,1025,15379,2049,16404,1024,1025,   0,0.16,0.00,0.0000
243,16,3,75.78,MEDIUM,64,480,96,512,32,32,2050,15379,3074,16404,1024,1025,  40,1.00,0.20,0.5590
244,16,4,95.41,HIGH,96,480,128,512,32,32,3074,15379,4098,16404,1024,1025,  32,1.00,1.00,0.7602
245,16,5,46.97,MEDIUM,128,480,160,512,32,32,4099,15379,5123,16404,1024,1025,  17,1.00,0.20,0.2451
246,16,6,16.99,MEDIUM,160,480,192,512,32,32,5124,15379,6148,16404,1024,1025,  11,1.00,0.20,0.0322
247,16,7,0.00,NONE,192,480,224,512,32,32,6149,15379,7173,16404,1024,1025,   0,0.16,0.00,0.0000
248,16,8,0.00,NONE,224,480,256,512,32,32,7173,15379,8197,16404,1024,1025,   0,0.16,0.00,0.0000
249,16,9,0.00,NONE,256,480,288,512,32,32,8198,15379,9222,16404,1024,1025,   0,0.16,0.00,0.0000
250,16,10,0.00,NONE,288,480,320,512,32,32,9223,15379,10247,16404,1024,1025,   0,0.16,0.00,0.0000
251,16,11,0.00,NONE,320,480,352,512,32,32,10248,15379,11272,16404,1024,1025,   0,0.16,0.00,0.0000
252,16,12,0.00,NONE,352,480,384,512,32,32,11272,15379,12296,16404,1024,1025,   0,0.16,0.00,0.0000
253,16,13,0.00,NONE,384,480,416,512,32,32,12297,15379,13321,16404,1024,1025,   0,0.16,0.00,0.0000
254,16,14,0.00,NONE,416,480,448,512,32,32,13322,15379,14346,16404,1024,1025,   0,0.16,0.00,0.0000
255,16,15,0.00,NONE,448,480,480,512,32,32,14347,15379,15371,16404,1024,1025,   0,0.16,0.00,0.0000
256,16,16,0.00,NONE,480,480,499,512,19,32,15372,15379,15980,16404,608,1025,   0,0.16,0.00,0.0000
257,17,1,0.00,NONE,0,512,32,544,32,32,0,16405,1024,17429,1024,1024,   0,0.16,0.00,0.0000
258,17,2,0.00,NONE,32,512,64,544,32,32,1025,16405,2049,17429,1024,1024,   0,0.16,0.00,0.0000
259,17,3,2.25,LOW,64,512,96,544,32,32,2050,16405,3074,17429,1024,1024,  34,0.49,0.10,0.0005
260,17,4,20.80,MEDIUM,96,512,128,544,32,32,3074,16405,4098,17429,1024,1024,  10,1.00,0.20,0.0465
261,17,5,71.39,MEDIUM,128,512,160,544,32,32,4099,16405,5123,17429,1024,1024,   7,1.00,0.20,0.3181
262,17,6,9.77,LOW,160,512,192,544,32,32,5124,16405,6148,17429,1024,1024,   6,1.00,0.10,0.0043
263,17,7,0.00,NONE,192,512,224,544,32,32,6149,16405,7173,17429,1024,1024,   0,0.16,0.00,0.0000
264,17,8,0.00,NONE,224,512,256,544,32,32,7173,16405,8197,17429,1024,1024,   0,0.16,0.00,0.0000
265,17,9,0.00,NONE,256,512,288,544,32,32,8198,16405,9222,17429,1024,1024,   0,0.16,0.00,0.0000
266,17,10,0.00,NONE,288,512,320,544,32,32,9223,16405,10247,17429,1024,1024,   0,0.16,0.00,0.0000
267,17,11,0.00,NONE,320,512,352,544,32,32,10248,16405,11272,17429,1024,1024,   0,0.16,0.00,0.0000
268,17,12,0.00,NONE,352,512,384,544,32,32,11272,16405,12296,17429,1024,1024,   0,0.16,0.00,0.0000
269,17,13,0.00,NONE,384,512,416,544,32,32,12297,16405,13321,17429,1024,1024,   0,0.16,0.00,0.0000
270,17,14,0.00,NONE,416,512,448,544,32,32,13322,16405,14346,17429,1024,1024,   0,0.16,0.00,0.0000
271,17,15,0.00,NONE,448,512,480,544,32,32,14347,16405,15371,17429,1024,1024,   0,0.16,0.00,0.0000
272,17,16,0.00,NONE,480,512,499,544,19,32,15372,16405,15980,17429,608,1024,   0,0.16,0.00,0.0000
273,18,1,0.00,NONE,0,544,32,570,32,26,0,17430,1024,18263,1024,833,   0,0.16,0.00,0.0000
274,18,2,0.00,NONE,32,544,64,570,32,26,1025,17430,2049,18263,1024,833,   0,0.16,0.00,0.0000
275,18,3,0.00,NONE,64,544,96,570,32,26,2050,17430,3074,18263,1024,833,   0,0.16,0.00,0.0000
276,18,4,0.00,NONE,96,544,128,570,32,26,3074,17430,4098,18263,1024,833,   0,0.16,0.00,0.0000
277,18,5,0.00,NONE,128,544,160,570,32,26,4099,17430,5123,18263,1024,833,   0,0.16,0.00,0.0000
278,18,6,0.00,NONE,160,544,192,570,32,26,5124,17430,6148,18263,1024,833,   0,0.16,0.00,0.0000
279,18,7,0.00,NONE,192,544,224,570,32,26,6149,17430,7173,18263,1024,833,   0,0.16,0.00,0.0000
280,18,8,0.00,NONE,224,544,256,570,32,26,7173,17430,8197,18263,1024,833,   0,0.16,0.00,0.0000
281,18,9,0.00,NONE,256,544,288,570,32,26,8198,17430,9222,18263,1024,833,   0,0.16,0.00,0.0000
282,18,10,0.00,NONE,288,544,320,570,32,26,9223,17430,10247,18263,1024,833,   0,0.16,0.00,0.0000
283,18,11,0.00,NONE,320,544,352,570,32,26,10248,17430,11272,18263,1024,833,   0,0.16,0.00,0.0000
284,18,12,0.00,NONE,352,544,384,570,32,26,11272,17430,12296,18263,1024,833,   0,0.16,0.00,0.0000
285,18,13,0.00,NONE,384,544,416,570,32,26,12297,17430,13321,18263,1024,833,   0,0.16,0.00,0.0000
286,18,14,0.00,NONE,416,544,448,570,32,26,13322,17430,14346,18263,1024,833,   0,0.16,0.00,0.0000
287,18,15,0.00,NONE,448,544,480,570,32,26,14347,17430,15371,18263,1024,833,   0,0.16,0.00,0.0000
288,18,16,0.00,NONE,480,544,499,570,19,26,15372,17430,15980,18263,608,833,   0,0.16,0.00,0.0000
